player,nationality,position,squad,age,value,height,position2,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,goalsm,assistsm,pens_madem,pens_attm,cards_yellowm,cards_redm,goals_per90m,assists_per90m,goals_assists_per90m,goals_pens_per90m,goals_assists_pens_per90m,xgm,npxgm,xam,xg_per90m,xa_per90m,xg_xa_per90m,npxg_per90m,npxg_xa_per90m,minutes_90sm,shots_totalm,shots_on_targetm,shots_free_kicksm,shots_on_target_pctm,shots_total_per90m,shots_on_target_per90m,goals_per_shotm,goals_per_shot_on_targetm,npxg_per_shotm,xg_netm,npxg_netm,passes_completedm,passesm,passes_pctm,passes_total_distancem,passes_progressive_distancem,passes_completed_shortm,passes_shortm,passes_pct_shortm,passes_completed_mediumm,passes_mediumm,passes_pct_mediumm,passes_completed_longm,passes_longm,passes_pct_longm,xa_netm,assisted_shotsm,passes_into_final_thirdm,passes_into_penalty_aream,crosses_into_penalty_aream,progressive_passesm,passes_livem,passes_deadm,passes_free_kicksm,through_ballsm,passes_pressurem,passes_switchesm,crossesm,corner_kicksm,corner_kicks_inm,corner_kicks_outm,corner_kicks_straightm,passes_groundm,passes_lowm,passes_highm,passes_left_footm,passes_right_footm,passes_headm,throw_insm,passes_other_bodym,passes_offsidesm,passes_oobm,passes_interceptedm,passes_blockedm,scam,sca_per90m,sca_passes_livem,sca_passes_deadm,sca_dribblesm,sca_shotsm,sca_fouledm,gcam,gca_per90m,gca_passes_livem,gca_passes_deadm,gca_dribblesm,gca_shotsm,gca_fouledm,gca_og_form,tacklesm,tackles_wonm,tackles_def_3rdm,tackles_mid_3rdm,tackles_att_3rdm,dribble_tacklesm,dribbles_vsm,dribble_tackles_pctm,dribbled_pastm,pressuresm,pressure_regainsm,pressure_regain_pctm,pressures_def_3rdm,pressures_mid_3rdm,pressures_att_3rdm,blocksm,blocked_shotsm,blocked_shots_savesm,blocked_passesm,interceptionsm,clearancesm,errorsm,touchesm,touches_def_pen_aream,touches_def_3rdm,touches_mid_3rdm,touches_att_3rdm,touches_att_pen_aream,touches_live_ballm,dribbles_completedm,dribblesm,dribbles_completed_pctm,players_dribbled_pastm,nutmegsm,carriesm,carry_distancem,carry_progressive_distancem,pass_targetsm,passes_receivedm,passes_received_pctm,miscontrolsm,dispossessedm,cards_yellow_redm,foulsm,fouledm,offsidesm,pens_wonm,pens_concededm,own_goalsm,ball_recoveriesm,aerials_wonm,aerials_lostm,aerials_won_pctm,games_gkm,games_starts_gkm,minutes_gkm,goals_against_gkm,goals_against_per90_gkm,shots_on_target_againstm,savesm,save_pctm,wins_gkm,draws_gkm,losses_gkm,clean_sheetsm,clean_sheets_pctm,pens_att_gkm,pens_allowedm,pens_savedm,pens_missed_gkm,minutes_90s_gkm,free_kick_goals_against_gkm,corner_kick_goals_against_gkm,own_goals_against_gkm,psxg_gkm,psnpxg_per_shot_on_target_againstm,psxg_net_gkm,psxg_net_per90_gkm,passes_completed_launched_gkm,passes_launched_gkm,passes_pct_launched_gkm,passes_gkm,passes_throws_gkm,pct_passes_launched_gkm,passes_length_avg_gkm,goal_kicksm,pct_goal_kicks_launchedm,goal_kick_length_avgm,crosses_gkm,crosses_stopped_gkm,crosses_stopped_pct_gkm,def_actions_outside_pen_area_gkm,def_actions_outside_pen_area_per90_gkm,avg_distance_def_actions_gkm,LgRk,W,D,L,GF,GA,GDiff,Pts,Pts/G,xG,xGA,xGDiff,xGDiff/90,CL,WinCL,CLBestScorer,isBundesliga,isLaLiga,isLigue1,isPremierLeague,isSerieA,Season_201718#,Season_201819#,Season_201920#,foot_both,foot_left,foot_right
Aaron Hunt,de GER,"MF,FW",Hamburger SV,30.0,1500000.0,183.0,midfield - Attacking Midfield,28.0,26.0,2081.0,3.0,2.0,1.0,1.0,1.0,0.0,0.13,0.09,0.22,0.09,0.17,2.8,2.1,5.6,0.12,0.23,0.35,0.09,0.32,23.1,27.0,6.0,10.0,22.2,1.17,0.26,0.07,0.33,0.08,0.2,-0.1,883.0,1229.0,71.8,16889.0,5315.0,406.0,480.0,84.6,292.0,376.0,77.7,165.0,303.0,54.5,-3.6,65.0,83.0,31.0,5.0,97.0,977.0,252.0,96.0,11.0,245.0,67.0,66.0,123.0,35.0,41.0,14.0,672.0,236.0,321.0,998.0,137.0,42.0,23.0,9.0,5.0,29.0,29.0,49.0,102.0,4.24,54.0,43.0,1.0,1.0,2.0,6.0,0.25,5.0,1.0,0.0,0.0,0.0,0.0,30.0,22.0,12.0,16.0,2.0,5.0,37.0,13.5,32.0,484.0,135.0,27.9,102.0,261.0,121.0,30.0,2.0,0.0,28.0,14.0,21.0,0.0,1475.0,28.0,150.0,727.0,684.0,68.0,1225.0,21.0,36.0,58.3,23.0,4.0,892.0,5186.0,2336.0,1176.0,893.0,75.9,45.0,42.0,0.0,27.0,42.0,5.0,0.0,0.0,0.0,213.0,22.0,37.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004178721,0.00225008,0.00064288,0.00064288,0.00128576,0.0,0.000122147,6.43e-05,0.000186435,0.000102861,0.000167149,0.004532305,0.004050145,0.002314368,0.00013179,6.75e-05,0.000199293,0.000118933,0.000183221,0.011121826,0.036322726,0.010286082,0.0,0.009096753,0.001051109,0.000298939,3.21e-05,0.00010929,3.54e-05,-0.000353584,-0.000514304,0.253616201,0.344583735,0.023657988,4.052073288,0.735776278,0.140469302,0.173899068,0.025972356,0.081645773,0.109932498,0.023882996,0.025072324,0.040180006,0.020057859,-6.43e-05,0.013500482,0.014143362,0.012536162,0.0016072,0.024429444,0.330118933,0.014464802,0.00096432,0.0016072,0.096432015,0.010928962,0.012536162,0.0,0.0,0.0,0.0,0.217936355,0.068466731,0.058180649,0.025715204,0.279009965,0.022179364,0.0016072,0.007071681,0.00096432,0.005143041,0.014143362,0.013500482,0.025393764,0.000736098,0.020250723,0.0,0.00192864,0.00225008,0.00032144,0.004178721,0.000122147,0.003214401,0.0,0.0,0.00032144,0.00032144,0.00032144,0.008357441,0.005464481,0.00096432,0.003857281,0.003535841,0.00257152,0.007393121,0.011186114,0.004821601,0.202828672,0.048216008,0.007650273,0.018964963,0.102539376,0.081324333,0.007393121,0.00064288,0.0,0.006750241,0.007071681,0.012857602,0.0,0.493410479,0.013821922,0.050466088,0.25233044,0.221150755,0.06171649,0.478945677,0.011571842,0.020250723,0.018354227,0.011893282,0.00032144,0.364191578,1.966891675,0.981356477,0.590163934,0.364191578,0.019832851,0.025072324,0.024750884,0.0,0.013179042,0.012536162,0.010607522,0.00032144,0.0,0.0,0.06235937,0.015750563,0.023465124,0.01292189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,7.0,19.0,29.0,53.0,-24.0,31.0,0.91,37.1,52.7,-15.7,-0.46,0.0,0.0,0.0,1,0,0,0,0,True,False,False,False,True,False
Aaron Mooy,au AUS,MF,Huddersfield,26.0,10000000.0,179.0,midfield - Central Midfield,36.0,34.0,3067.0,4.0,3.0,1.0,1.0,4.0,0.0,0.12,0.09,0.21,0.09,0.18,2.5,1.7,3.9,0.07,0.11,0.19,0.05,0.16,34.1,29.0,6.0,3.0,20.7,0.85,0.18,0.1,0.5,0.06,1.5,1.3,1547.0,2070.0,74.7,27943.0,7847.0,740.0,842.0,87.9,564.0,706.0,79.9,203.0,414.0,49.0,-0.9,49.0,159.0,25.0,9.0,165.0,1907.0,163.0,72.0,1.0,403.0,94.0,90.0,76.0,8.0,5.0,2.0,1359.0,212.0,499.0,513.0,1435.0,101.0,1.0,5.0,5.0,46.0,30.0,74.0,70.0,2.05,51.0,17.0,0.0,0.0,1.0,7.0,0.21,6.0,1.0,0.0,0.0,0.0,0.0,81.0,40.0,32.0,38.0,11.0,27.0,71.0,38.0,44.0,558.0,145.0,26.0,168.0,293.0,97.0,58.0,4.0,0.0,54.0,29.0,41.0,0.0,2434.0,49.0,439.0,1312.0,847.0,36.0,2272.0,16.0,28.0,57.1,17.0,0.0,1556.0,8912.0,3509.0,1634.0,1500.0,91.8,37.0,55.0,0.0,26.0,17.0,2.0,0.0,0.0,0.0,456.0,16.0,22.0,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003759398,0.0,0.0,0.0,0.0,0.0,0.0,0.00075188,0.00075188,0.00018797,6.58e-05,1.88e-05,8.46e-05,6.58e-05,8.46e-05,0.011090226,0.011278195,0.002819549,0.0,0.023496241,0.000958647,0.000234962,0.0,0.0,6.58e-05,-0.00075188,-0.00075188,0.439849624,0.501879699,0.082330827,10.1306391,3.122180451,0.109022556,0.120300752,0.085150376,0.228383459,0.248120301,0.086466165,0.101503759,0.132518797,0.071992481,-0.00018797,0.002819549,0.022556391,0.00093985,0.0,0.031954887,0.494360902,0.007518797,0.006578947,0.0,0.067669173,0.019736842,0.00093985,0.0,0.0,0.0,0.0,0.369360902,0.042293233,0.090225564,0.05075188,0.394736842,0.036654135,0.00093985,0.001879699,0.002819549,0.010338346,0.006578947,0.00093985,0.004699248,0.000394737,0.003759398,0.0,0.00093985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018796992,0.013157895,0.012218045,0.006578947,0.0,0.007518797,0.012218045,0.057800752,0.004699248,0.067669173,0.028195489,0.039191729,0.043233083,0.019736842,0.004699248,0.02537594,0.012218045,0.0,0.013157895,0.012218045,0.062969925,0.0,0.629699248,0.07424812,0.296052632,0.342105263,0.023496241,0.014097744,0.622180451,0.003759398,0.003759398,0.093984962,0.003759398,0.0,0.37593985,2.032894737,1.118421053,0.393796992,0.383458647,0.091541353,0.001879699,0.00093985,0.0,0.015037594,0.001879699,0.0,0.0,0.0,0.0,0.110902256,0.036654135,0.018796992,0.06212406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,10.0,19.0,28.0,58.0,-30.0,37.0,0.97,32.6,53.7,-21.1,-0.56,0.0,0.0,0.0,0,0,0,1,0,True,False,False,False,False,True
Aaron Ramsey,wal WAL,MF,Arsenal,26.0,45000000.0,182.0,midfield - Central Midfield,24.0,21.0,1846.0,7.0,8.0,0.0,0.0,0.0,0.0,0.34,0.39,0.73,0.34,0.73,5.1,5.1,4.7,0.25,0.23,0.47,0.25,0.47,20.5,54.0,23.0,0.0,42.6,2.63,1.12,0.13,0.3,0.09,1.9,1.9,1034.0,1246.0,83.0,18239.0,4405.0,446.0,508.0,87.8,457.0,522.0,87.5,105.0,156.0,67.3,3.3,29.0,108.0,37.0,2.0,111.0,1220.0,26.0,13.0,0.0,224.0,21.0,19.0,0.0,0.0,0.0,0.0,977.0,120.0,149.0,215.0,977.0,34.0,12.0,4.0,7.0,16.0,33.0,36.0,60.0,2.92,50.0,1.0,2.0,2.0,4.0,13.0,0.63,11.0,0.0,0.0,0.0,2.0,0.0,33.0,22.0,17.0,14.0,2.0,5.0,36.0,13.9,31.0,307.0,90.0,29.3,65.0,157.0,85.0,20.0,3.0,0.0,17.0,19.0,6.0,0.0,1488.0,21.0,214.0,769.0,628.0,107.0,1468.0,22.0,31.0,71.0,25.0,1.0,1139.0,7210.0,3456.0,1302.0,1174.0,90.2,44.0,30.0,0.0,28.0,33.0,0.0,1.0,0.0,0.0,166.0,5.0,8.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006769231,0.002461538,0.000923077,0.000923077,0.000307692,0.0,0.000187692,6.77e-05,0.000255385,0.000163077,0.000230769,0.005846154,0.005169231,0.0028,0.000163077,7.69e-05,0.00024,0.000141538,0.000221538,0.011107692,0.041538462,0.018461538,0.000923077,0.013661538,0.001150769,0.000510769,4.31e-05,9.85e-05,3.69e-05,0.000923077,0.000676923,0.265846154,0.353846154,0.023107692,3.961230769,1.178769231,0.160615385,0.195076923,0.025323077,0.082153846,0.106769231,0.023661538,0.017230769,0.034153846,0.015538462,-0.000338462,0.020923077,0.017846154,0.022769231,0.002153846,0.043692308,0.328615385,0.025230769,0.003692308,0.006153846,0.068307692,0.006461538,0.011692308,0.010769231,0.000307692,0.0,0.0,0.260307692,0.044923077,0.048615385,0.281538462,0.055384615,0.010461538,0.003692308,0.001538462,0.000615385,0.004307692,0.010461538,0.016,0.047076923,0.001304615,0.028615385,0.001538462,0.007384615,0.003692308,0.004615385,0.006153846,0.000169231,0.001846154,0.000307692,0.000615385,0.001230769,0.001846154,0.000307692,0.004923077,0.004307692,0.000615385,0.001846154,0.002461538,0.000923077,0.005230769,0.005415385,0.004307692,0.190153846,0.049230769,0.007969231,0.012923077,0.074461538,0.102769231,0.006153846,0.000923077,0.0,0.005230769,0.001538462,0.000923077,0.0,0.510461538,0.001846154,0.019076923,0.164923077,0.360923077,0.099076923,0.485538462,0.024307692,0.042769231,0.017476923,0.026461538,0.002461538,0.428615385,2.732615385,1.713846154,0.657846154,0.400307692,0.018738462,0.033230769,0.037538462,0.0,0.007692308,0.009846154,0.008615385,0.001538462,0.0,0.0,0.061846154,0.002153846,0.013538462,0.004215385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,6.0,13.0,74.0,51.0,23.0,63.0,1.66,63.1,49.8,13.4,0.35,0.0,0.0,0.0,0,0,0,1,0,True,False,False,True,False,False
Abdoulaye Doucouré,fr FRA,MF,Watford,24.0,15000000.0,183.0,midfield - Central Midfield,37.0,37.0,3324.0,7.0,3.0,0.0,0.0,10.0,0.0,0.19,0.08,0.27,0.19,0.27,3.1,3.1,2.4,0.08,0.06,0.15,0.08,0.15,36.9,49.0,18.0,0.0,36.7,1.33,0.49,0.14,0.39,0.06,3.9,3.9,1868.0,2259.0,82.7,34974.0,8178.0,772.0,903.0,85.5,829.0,946.0,87.6,242.0,336.0,72.0,0.6,39.0,168.0,37.0,3.0,164.0,2210.0,49.0,27.0,0.0,420.0,62.0,26.0,0.0,0.0,0.0,0.0,1751.0,202.0,306.0,212.0,1893.0,126.0,3.0,7.0,5.0,28.0,54.0,50.0,79.0,2.14,68.0,0.0,3.0,3.0,2.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,65.0,41.0,29.0,31.0,5.0,17.0,70.0,24.3,53.0,643.0,172.0,26.7,240.0,307.0,96.0,61.0,9.0,1.0,52.0,41.0,41.0,2.0,2651.0,93.0,672.0,1486.0,693.0,70.0,2605.0,30.0,50.0,60.0,37.0,1.0,1815.0,10821.0,5716.0,1808.0,1681.0,93.0,39.0,38.0,0.0,44.0,27.0,2.0,0.0,1.0,0.0,597.0,24.0,29.0,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004273504,0.000949668,0.0,0.0,0.003323837,0.0,0.000180437,4.27e-05,0.000223172,0.000180437,0.000223172,0.003466287,0.003466287,0.000569801,0.000147198,2.37e-05,0.00017094,0.000147198,0.00017094,0.011111111,0.034188034,0.010921178,0.0,0.015147198,0.001462488,0.000465337,6.17e-05,0.000185185,4.75e-05,0.000807217,0.000807217,0.132003799,0.235042735,0.02668566,2.066001899,0.524216524,0.08357075,0.125356125,0.031671415,0.032288699,0.065052232,0.023551757,0.012345679,0.028490028,0.020560304,0.000379867,0.007122507,0.012345679,0.00379867,0.001424501,0.017568851,0.226020893,0.009021842,0.000474834,0.000474834,0.069325736,0.008547009,0.014245014,0.0,0.0,0.0,0.0,0.099240266,0.076448243,0.059354226,0.122981956,0.024691358,0.047958215,0.00379867,0.002374169,0.001424501,0.008072175,0.007122507,0.018518519,0.015194682,0.000650522,0.009496676,0.0,0.001899335,0.001424501,0.001899335,0.001424501,6.17e-05,0.000949668,0.0,0.000474834,0.0,0.0,0.0,0.006647673,0.005223172,0.001424501,0.00379867,0.001424501,0.001424501,0.013295347,0.005080722,0.011870845,0.253561254,0.044634378,0.008357075,0.022792023,0.121082621,0.10968661,0.010446344,0.000949668,0.0,0.009496676,0.004273504,0.011396011,0.0,0.397910731,0.011870845,0.0337132,0.185660019,0.202279202,0.056505223,0.388888889,0.016144349,0.034188034,0.022412156,0.017568851,0.002849003,0.237416904,1.655745489,0.944444444,0.589268756,0.303893637,0.024501425,0.031339031,0.028015195,0.0,0.017094017,0.018993352,0.008072175,0.0,0.0,0.000474834,0.040835708,0.045109212,0.035612536,0.02654321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,8.0,19.0,44.0,64.0,-20.0,41.0,1.08,44.8,55.5,-10.7,-0.28,0.0,0.0,0.0,0,0,0,1,0,True,False,False,False,False,True
Abdoulaye Touré,fr FRA,MF,Nantes,23.0,8000000.0,188.0,midfield - Defensive Midfield,36.0,31.0,2809.0,1.0,1.0,0.0,0.0,3.0,0.0,0.03,0.03,0.06,0.03,0.06,1.5,1.5,0.7,0.05,0.02,0.07,0.05,0.07,31.2,41.0,13.0,2.0,31.7,1.31,0.42,0.02,0.08,0.04,-0.5,-0.5,1070.0,1367.0,78.3,20350.0,6333.0,431.0,509.0,84.7,440.0,531.0,82.9,169.0,263.0,64.3,0.3,18.0,150.0,15.0,4.0,140.0,1354.0,13.0,10.0,1.0,224.0,50.0,16.0,0.0,0.0,0.0,0.0,994.0,99.0,274.0,287.0,934.0,110.0,2.0,7.0,3.0,48.0,40.0,30.0,77.0,2.47,50.0,0.0,6.0,4.0,12.0,6.0,0.19,5.0,0.0,0.0,0.0,1.0,0.0,73.0,55.0,31.0,32.0,10.0,26.0,66.0,39.4,40.0,532.0,150.0,28.2,167.0,288.0,77.0,58.0,11.0,0.0,47.0,71.0,41.0,1.0,1773.0,76.0,457.0,1058.0,375.0,19.0,1758.0,44.0,58.0,75.9,45.0,2.0,1179.0,6472.0,3152.0,1078.0,996.0,92.4,35.0,35.0,0.0,51.0,53.0,0.0,1.0,0.0,0.0,414.0,31.0,16.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001430615,0.00286123,0.0,0.0,0.000953743,0.0,6.2e-05,0.000123987,0.00018598,6.2e-05,0.00018598,0.00219361,0.00219361,0.002956605,9.54e-05,0.000128755,0.000219361,9.54e-05,0.000219361,0.011111111,0.029566047,0.010491178,0.003814974,0.016928946,0.001268479,0.000448259,2.38e-05,6.68e-05,3.34e-05,-0.000762995,-0.000762995,0.524558894,0.674296614,0.03710062,9.108726753,2.444921316,0.258941345,0.297091082,0.041583214,0.198855508,0.234144015,0.040486409,0.060085837,0.113972341,0.02513114,-9.54e-05,0.039103481,0.029566047,0.02479733,0.006199332,0.058655222,0.599427754,0.07486886,0.019551741,0.000476872,0.122079161,0.027181688,0.035288507,0.052455889,0.003338102,0.005722461,0.000953743,0.493562232,0.0691464,0.111587983,0.059132093,0.591320935,0.016213639,0.00286123,0.002384359,0.003338102,0.008583691,0.019551741,0.025751073,0.064854554,0.002784931,0.038626609,0.017167382,0.00286123,0.002384359,0.00286123,0.004768717,0.000205055,0.00286123,0.001430615,0.0,0.0,0.000476872,0.0,0.017644254,0.011921793,0.005722461,0.007153076,0.004768717,0.003338102,0.014306152,0.011111111,0.01096805,0.24654268,0.0691464,0.013352408,0.0472103,0.121125417,0.078206962,0.010014306,0.000476872,0.0,0.009537434,0.005722461,0.003338102,0.0,0.810205055,0.006676204,0.073438245,0.319980925,0.480686695,0.056747735,0.73676681,0.017644254,0.029566047,0.028469242,0.019551741,0.0,0.639484979,4.40438722,2.611349547,0.740104912,0.617548879,0.039771102,0.020028612,0.024320458,0.0,0.005722461,0.014783023,0.005245589,0.000476872,0.0,0.0,0.067715784,0.002384359,0.008106819,0.010824988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,10.0,14.0,36.0,41.0,-5.0,52.0,1.37,43.3,41.3,2.0,0.05,0.0,0.0,0.0,0,0,1,0,0,True,False,False,False,False,True
